instance_id,random_seed,scenario_id,scenario_class,n,number_of_drones,number_of_trucks,endurance_level,speed_ratio,spatial_pattern,launch_retrieval_time_class,priority_weight_profile,objective_for_reporting_nils,objective_for_reporting_no_unpairing,objective_for_reporting_paired_baseline,improvement_pct_vs_no_unpairing,improvement_pct_vs_paired_baseline,nils_result_vs_no_unpairing,nils_result_vs_paired_baseline,cpu_time_seconds_nils,cpu_time_seconds_no_unpairing,cpu_time_seconds_paired_baseline,customers_served_by_drone_nils,customers_served_by_drone_no_unpairing,customers_served_by_drone_paired_baseline,drone_service_share_nils,drone_service_share_no_unpairing,drone_service_share_paired_baseline,waiting_sync_cost_nils,waiting_sync_cost_no_unpairing,waiting_sync_cost_paired_baseline
S0053_R02,5302028,S0053,n75_p0.75_d3_uniform_Ehigh_V2.00_Hshort_PWmoderate_B0.10,75,3,3,high,2.0,uniform,short,moderate,10925.926383000617,58342.90335159469,47176.83720968409,81.27291280456653,76.84048565095875,Win,Win,26.25167918205261,599.7523913383484,467.63621950149536,24,1,3,0.32,0.0133333333333333,0.04,0.0,19.9618093162004,19.9618093162004
S0053_R03,5302029,S0053,n75_p0.75_d3_uniform_Ehigh_V2.00_Hshort_PWmoderate_B0.10,75,3,3,high,2.0,uniform,short,moderate,560.3967102155573,12446.969155657634,2551.6244812325194,95.49772556509603,78.03764957040751,Win,Win,8.82073187828064,143.5893681049347,156.99832201004028,23,3,12,0.3066666666666666,0.04,0.16,0.0,158.33485289335113,360.9456829261252
S0053_R04,5302030,S0053,n75_p0.75_d3_uniform_Ehigh_V2.00_Hshort_PWmoderate_B0.10,75,3,3,high,2.0,uniform,short,moderate,2349.53998003642,10956.9746158148,4142.070030232009,78.55667223464039,43.27618888894509,Win,Win,7.984079837799072,133.58616495132446,157.21722674369812,21,3,13,0.28,0.04,0.1733333333333333,0.0,146.52027900671752,317.7671354195366
S0053_R05,5302031,S0053,n75_p0.75_d3_uniform_Ehigh_V2.00_Hshort_PWmoderate_B0.10,75,3,3,high,2.0,uniform,short,moderate,5267.495019047531,33771.96526275201,24752.47346950744,84.40275838830976,78.71931859441621,Win,Win,25.966537952423096,652.7907428741455,489.5441999435425,24,1,3,0.32,0.0133333333333333,0.04,0.0,6.135406255974886,6.135406255974886
S0053_R06,5302032,S0053,n75_p0.75_d3_uniform_Ehigh_V2.00_Hshort_PWmoderate_B0.10,75,3,3,high,2.0,uniform,short,moderate,4963.784096490642,43635.07094762821,25062.54366710239,88.62432445120052,80.19441217769844,Win,Win,23.358938932418823,615.2584574222565,523.7690303325653,24,1,3,0.32,0.0133333333333333,0.04,0.0,3.2919312575988258,3.2919312575988258
S0053_R07,5302033,S0053,n75_p0.75_d3_uniform_Ehigh_V2.00_Hshort_PWmoderate_B0.10,75,3,3,high,2.0,uniform,short,moderate,615.3231764050032,7704.95985631935,913.8714828930404,92.01393403886023,32.66852200518651,Win,Win,9.156671524047852,133.61104607582092,154.7100875377655,23,3,16,0.3066666666666666,0.04,0.2133333333333333,0.0,33.189852520960486,167.17015251212842
S0053_R08,5302034,S0053,n75_p0.75_d3_uniform_Ehigh_V2.00_Hshort_PWmoderate_B0.10,75,3,3,high,2.0,uniform,short,moderate,10677.401383727516,40553.15131046654,31484.726453181527,73.67060009225044,66.08704414311795,Win,Win,25.012877941131592,623.0229671001434,517.4012458324432,24,1,3,0.32,0.0133333333333333,0.04,0.0,3.367852938512268,3.367852938512268
S0053_R09,5302035,S0053,n75_p0.75_d3_uniform_Ehigh_V2.00_Hshort_PWmoderate_B0.10,75,3,3,high,2.0,uniform,short,moderate,12078.804421646031,90373.14941182958,78157.53097081272,86.63452087234116,84.54556551158613,Win,Win,23.794533729553223,656.9366767406464,516.4818065166473,24,1,3,0.32,0.0133333333333333,0.04,0.0,10.008255999973006,10.008255999973006
S0053_R10,5302036,S0053,n75_p0.75_d3_uniform_Ehigh_V2.00_Hshort_PWmoderate_B0.10,75,3,3,high,2.0,uniform,short,moderate,845.4817529649426,5464.892053957967,2079.4273838835124,84.52884806109574,59.340645433555295,Win,Win,8.383570432662964,131.73775482177734,157.29572463035583,23,3,14,0.3066666666666666,0.04,0.1866666666666666,0.0,35.60226661630721,192.3304030176249
S0054_R01,5402027,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,213536.7037594409,347749.2868374897,266743.9112019924,38.59463934451405,19.946924824934527,Win,Win,24.680225372314453,801.9701845645905,399.9420475959778,12,1,6,0.12,0.01,0.06,0.0,5.272331673373978,133.84862064297275
S0054_R02,5402028,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,253169.51638478623,417215.1935785189,291191.9142302477,39.31920019179735,13.057504685860504,Win,Win,25.77384686470032,825.202780008316,538.855446100235,10,1,4,0.1,0.01,0.04,0.0,7.658893506494455,7.658893506494455
S0054_R03,5402029,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,171753.31344015864,322817.8932287722,200254.6146236949,46.79560301868342,14.232531538458682,Win,Win,23.412400722503666,750.9114601612091,274.16515827178955,13,1,5,0.13,0.01,0.05,0.0,322.2692147582184,334.2431159493088
S0054_R04,5402030,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,235196.9115708297,377373.3082902232,296496.5212092973,37.67526573714406,20.674647172401773,Win,Win,23.5474157333374,819.5069327354431,312.1393532752991,13,1,3,0.13,0.01,0.03,0.0,341.7600125216383,379.7876927209364
S0054_R05,5402031,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,255865.21048229875,486631.1473026945,422170.01795067743,47.42111928089441,39.39285131513253,Win,Win,31.401975631713867,1297.361873626709,605.5846545696259,12,1,3,0.12,0.01,0.03,0.0,1.5421510273643817,1.5421510273643817
S0054_R06,5402032,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,215673.5048762516,341401.856876627,278111.52068005485,36.82708499321669,22.450711732878272,Win,Win,26.12959098815918,933.2091085910796,610.9060130119324,13,1,6,0.13,0.01,0.06,0.0,7.107864779384843,120.68010551765934
S0054_R07,5402033,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,109275.89206866804,407872.11700917775,363322.8084973511,73.20829556333483,69.92319515512477,Win,Win,46.24668192863464,1307.657390832901,680.6521356105804,12,1,3,0.12,0.01,0.03,0.0,7.25659400781886,7.25659400781886
S0054_R08,5402034,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,302907.3376800101,449958.63925333146,393134.7947496978,32.68107082405187,22.950768610327138,Win,Win,26.347177505493164,1343.6536264419556,981.0059914588928,10,1,3,0.1,0.01,0.03,0.0,439.9656780896816,436.6395045118392
S0054_R09,5402035,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,213100.13895628424,311017.73210280825,245882.3876903908,31.48296159337852,13.332491620093258,Win,Win,29.66754984855652,999.1046767234802,455.75006556510925,10,1,4,0.1,0.01,0.04,0.0,315.6580811882507,6.960460641991859
S0054_R10,5402036,S0054,n100_p0.25_d3_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,100,3,3,low,2.0,uniform,medium,base,232683.9513181101,315753.4992030777,282881.6232755002,26.308353856607997,17.74511591673888,Win,Win,35.365989446640015,1891.307648897171,792.3866581916809,10,1,3,0.1,0.01,0.03,0.0,358.33667738951004,707.8236346529377
S0055_R01,5502027,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,32211.29728458895,67092.78151024334,61108.50977469692,51.989921181504286,47.28836065001438,Win,Win,139.54211592674255,1746.831008195877,879.7334456443787,12,1,3,0.12,0.01,0.03,0.0,6.841492931701951,6.841492931701951
S0055_R02,5502028,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,55817.311410999,99917.34706572484,86318.41907510797,44.136515780104915,35.33557262855931,Win,Win,24.55125379562378,834.7016377449036,1096.3807821273804,18,1,3,0.18,0.01,0.03,0.0,3.97165607778602,3.97165607778602
S0055_R03,5502029,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,44729.6708190423,79585.20753146948,68644.31247394283,43.79650162832666,34.838489589328255,Win,Win,26.901692152023315,686.31005859375,634.8003258705139,11,1,3,0.11,0.01,0.03,0.0,10.553816894345395,10.553816894345395
S0055_R04,5502030,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,49300.25568060411,92851.2388820798,46510.158831272085,46.90404105085235,-5.998897702013532,Win,Loss,19.35309362411499,674.7409777641296,269.81364345550537,12,1,5,0.12,0.01,0.05,0.0,2.2314405452404427,428.52190056050586
S0055_R05,5502031,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,54654.875178201575,106509.79934003003,81361.85423100794,48.68558994866081,32.824939039587456,Win,Win,23.258939743041992,705.9428985118866,431.8929691314697,12,1,5,0.12,0.01,0.05,0.0,4.858530142540978,108.31688572866506
S0055_R06,5502032,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,27436.69280089667,52803.24317528692,44530.00720870664,48.03975825913351,38.38605802980385,Win,Win,22.320148229599,631.8251256942749,545.6295924186707,13,1,3,0.13,0.01,0.03,0.0,5.441060072347665,5.441060072347665
S0055_R07,5502033,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,63147.66912082658,86618.43133458654,49781.95196135594,27.096729705364847,-26.84851965998842,Win,Loss,20.309511184692383,791.3486709594727,540.5836255550385,8,1,4,0.08,0.01,0.04,0.0,249.5560753393181,268.5245657745703
S0055_R08,5502034,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,44353.57739605387,78490.68039331188,71376.46901182746,43.491918819150406,37.85966438224305,Win,Win,28.148892164230347,701.4569337368011,577.4369535446167,15,1,4,0.15,0.01,0.04,0.0,43.36189278301108,203.989411974225
S0055_R09,5502035,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,81911.43897449815,118250.34932375872,111502.79279078002,30.730488795232173,26.53866605099844,Win,Win,47.218414068222046,1311.270664215088,575.3062603473663,12,1,3,0.12,0.01,0.03,0.0,3.4901653873793137,3.4901653873793137
S0055_R10,5502036,S0055,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWmoderate_B0.10,100,3,3,low,2.0,uniform,long,moderate,27309.28008276045,58873.63452664343,49284.40436493829,53.61373507456626,44.588393763385504,Win,Win,132.99236130714417,625.5278036594391,566.0607824325562,16,1,3,0.16,0.01,0.03,0.0,13.048719289942476,13.048719289942476
S0056_R01,5602027,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,224564.75409986408,586405.6461712818,445767.3959226852,61.70487859963895,49.6228849050205,Win,Win,36.56474161148071,1382.6627705097198,923.1730439662932,11,1,3,0.11,0.01,0.03,0.0,6.82871911355799,6.82871911355799
S0056_R02,5602028,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,364516.6404557989,600588.9496289825,736608.7524058378,39.306801984788216,50.51421269904123,Win,Win,46.41480875015259,852.5956315994263,729.2219865322113,12,1,3,0.12,0.01,0.03,0.0,5.414447575934813,326.86973358547834
S0056_R03,5602029,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,735670.9742213361,1003661.4102036088,914250.9220511356,26.701279261888388,19.532925099944414,Win,Win,42.41694498062134,849.4532742500305,773.477219581604,16,0,3,0.16,0.0,0.03,0.0,0.0,6.524788787606677
S0056_R04,5602030,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,469136.279719102,650959.8786917345,597771.9559953694,27.931613748308443,21.519188878988466,Win,Win,22.642400979995728,772.6062624454498,712.3882372379303,10,1,3,0.1,0.01,0.03,0.0,278.66483375412474,277.1430382082761
S0056_R05,5602031,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,261447.39790801692,565972.6105589595,487893.2983472941,53.80564482620296,46.41299669545524,Win,Win,19.527618646621704,717.9740481376648,555.1382796764374,12,1,3,0.12,0.01,0.03,0.0,8.040106275950048,8.040106275950048
S0056_R06,5602032,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,511030.85277844686,778976.6315870942,692744.0644778754,34.39715235908067,26.230930154036994,Win,Win,23.45045161247253,840.704005241394,628.0611863136292,14,1,3,0.14,0.01,0.03,0.0,0.6570520158430376,0.6570520158430376
S0056_R07,5602033,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,355449.2741800943,817349.5813044907,640762.8522692014,56.51196473205542,44.52717211659445,Win,Win,25.53972220420837,624.5502722263336,608.4983415603638,15,1,3,0.15,0.01,0.03,0.0,7.278142484037144,7.278142484037144
S0056_R08,5602034,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,641913.6952452256,1065396.2462330747,878492.4745536951,39.748830774010884,26.930086046401232,Win,Win,23.42258930206299,835.205069065094,630.9319310188293,11,1,4,0.11,0.01,0.04,0.0,5.389933224216548,5.389933224216548
S0056_R09,5602035,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,644310.1628109762,747760.5591240214,896549.2825128093,13.834695485174326,28.13443997131628,Win,Win,24.16911029815674,677.7307050228119,462.0006246566773,14,0,5,0.14,0.0,0.05,0.0,0.0,351.73598435732475
S0056_R10,5602036,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,3,3,low,2.0,uniform,long,strict,551200.0084212499,820383.958903949,497369.3501287517,32.81194708418418,-10.823075100740187,Win,Loss,20.581823348999023,790.5233573913574,467.1065318584442,8,1,5,0.08,0.01,0.05,0.0,315.378919843977,274.1906758569336
S0057_R01,5702027,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,191491.0573695853,350884.4833955507,311037.67264272046,45.42618256683691,38.43477037923143,Win,Win,23.88463377952576,648.5146532058716,593.0571117401123,9,1,3,0.09,0.01,0.03,0.0,4.32123275033331,432.1463503701447
S0057_R02,5702028,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,156626.54324757523,244755.73495146472,210440.6467718733,36.00699763842738,25.57210517540124,Win,Win,22.013014793396,679.0275461673737,331.30836391448975,8,1,5,0.08,0.01,0.05,0.0,197.91002876160235,208.66208691436748
S0057_R03,5702029,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,209441.27186064207,336572.01486943214,260518.2452355821,37.772226267269566,19.605910261199558,Win,Win,17.85895085334778,596.4106945991516,265.71254992485046,11,1,5,0.11,0.01,0.05,0.0,8.731295886796888,94.24287638599084
S0057_R04,5702030,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,237962.78646826983,309867.04100792523,253277.78339195924,23.204873388846917,6.046719423467448,Win,Win,22.49814534187317,645.3481698036194,345.73616433143616,12,1,5,0.12,0.01,0.05,0.0,4.891258716202693,4.891258716202693
S0057_R05,5702031,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,225927.629998589,377999.5298116695,315685.04054474033,40.230711368568954,28.432582801917885,Win,Win,63.18829679489136,536.2716629505157,551.4600615501404,14,1,4,0.14,0.01,0.04,0.0,370.21348781868,363.30394075694267
S0057_R06,5702032,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,224779.5710831174,322396.31234796153,239604.74726408487,30.278491882837248,6.18734659903363,Win,Win,21.605940103530884,491.9434494972229,333.74673676490784,10,1,7,0.1,0.01,0.07,0.0,4.750057280961391,102.77321872947272
S0057_R07,5702033,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,313907.92820327746,349338.5877353577,293320.0528452226,10.142211818558335,-7.018911649016568,Win,Loss,24.943569660186768,633.3629515171051,289.671648979187,10,1,3,0.1,0.01,0.03,0.0,197.4259371967397,41.844324177792
S0057_R08,5702034,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,338665.58438277687,510388.4072823,447640.69201431953,33.645517893697345,24.344325611054295,Win,Win,19.17698311805725,619.931414604187,529.6292402744293,14,1,4,0.14,0.01,0.04,0.0,6.238821389097938,6.238821389097938
S0057_R09,5702035,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,154969.046491288,263102.3845475196,196120.5221030725,41.09933790307453,20.982748348057658,Win,Win,29.965206146240234,608.7215342521667,382.3257796764374,11,1,3,0.11,0.01,0.03,0.0,325.3908823310131,343.7447592814011
S0057_R10,5702036,S0057,n100_p0.25_d3_uniform_Emedium_V1.25_Hshort_PWbase_B0.10,100,3,3,medium,1.25,uniform,short,base,279498.5703999333,363949.9473138208,245435.65535005927,23.20411846112129,-13.878551998197201,Win,Loss,22.177965879440308,728.3689589500427,394.71052598953247,11,1,5,0.11,0.01,0.05,0.0,344.0433154016889,63.96022162493045
S0058_R01,5802027,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,66201.45793744651,98431.07742824218,67184.14913526418,32.74333709726135,1.4626831037767238,Win,Win,23.41494822502136,604.8335008621216,414.5055480003357,10,1,4,0.1,0.01,0.04,0.0,4.528215810586141,31.38997166678729
S0058_R02,5802028,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,68389.95614671678,92850.01653658225,81688.11188187623,26.343625238050844,16.279181179250457,Win,Win,21.37829113006592,545.5285556316376,328.96946477890015,11,1,4,0.11,0.01,0.04,0.0,6.709750327693698,2.329856863006915
S0058_R03,5802029,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,32039.53524341295,60017.87139887222,40883.14246082544,46.61667517249705,21.631427246294745,Win,Win,18.78399109840393,616.8451623916626,403.36744022369385,8,1,3,0.08,0.01,0.03,0.0,3.6138948233502752,20.402637362218798
S0058_R04,5802030,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,40492.14598690643,65050.82345766662,57585.43191576242,37.75306162994592,29.68335108410844,Win,Win,32.30396604537964,557.5965688228607,476.8960592746735,12,1,4,0.12,0.01,0.04,0.0,5.438637045499777,5.438637045499777
S0058_R05,5802031,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,62649.84351521558,93023.41454407122,73476.69311813221,32.651533141116545,14.735080123311699,Win,Win,25.7068030834198,537.939448595047,383.37991762161255,10,1,3,0.1,0.01,0.03,0.0,1.4736501437519325,25.27009193015571
S0058_R06,5802032,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,76247.53545516741,96405.6712794394,87060.74977673042,20.909699146061698,12.420309208562733,Win,Win,18.787713766098022,625.2905354499817,248.36839699745175,13,1,2,0.13,0.01,0.02,0.0,335.4519663881784,327.7900199888741
S0058_R07,5802033,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,35743.38454767717,62159.57252722719,41377.9374361968,42.49737716259098,13.617287950149516,Win,Win,17.8881254196167,469.98869252204895,370.55300426483154,12,1,6,0.12,0.01,0.06,0.0,3.067534062852222,87.24273552546506
S0058_R08,5802034,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,69483.80787442974,90331.6047701389,64276.07904780129,23.079183580053993,-8.102125866693772,Win,Loss,27.149476766586304,356.0631346702576,195.85968160629272,12,1,7,0.12,0.01,0.07,0.0,17.50364432588728,141.5022473616324
S0058_R09,5802035,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,57938.85177730768,89633.6983558466,70851.76963979927,35.36041372822763,18.2252580678494,Win,Win,28.06643056869507,570.1247766017914,549.6708686351776,15,1,4,0.15,0.01,0.04,0.0,7.218125362465535,7.218125362465535
S0058_R10,5802036,S0058,n100_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,100,3,3,medium,1.25,uniform,long,moderate,17387.429142392844,19779.506001701837,22070.19754931217,12.093713862738417,21.21760983995029,Win,Win,7.170042991638184,128.89412117004397,89.49605679512024,4,3,12,0.04,0.03,0.12,0.0,67.71229204806104,158.4557278799227
S0059_R01,5902027,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,4953.920057291762,8592.400398295542,8326.749549249418,42.345330435550224,40.50595579954349,Win,Win,24.007376194000244,653.1574106216431,615.9145014286041,17,1,3,0.17,0.01,0.03,0.0,34.190184786527695,114.84308696847329
S0059_R02,5902028,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,5857.908450525711,9390.53407486133,9097.967477778617,37.61900650350162,35.6129985644223,Win,Win,25.317964553833008,644.6542329788208,568.8801047801971,19,1,3,0.19,0.01,0.03,0.0,9.04479986142714,56.62971933712
S0059_R03,5902029,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,6183.838409067336,10632.165222004169,10343.81298284173,41.83839058229308,40.2170319656295,Win,Win,30.806859970092773,772.1566598415375,614.6997895240784,12,1,3,0.12,0.01,0.03,0.0,144.17559803525955,139.73316900346651
S0059_R04,5902030,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,4125.589703711764,8098.252536209769,7604.294523412775,49.05580327033532,45.74658186884354,Win,Win,29.276809453964237,595.7491085529327,552.438458442688,15,1,3,0.15,0.01,0.03,0.0,118.15710802591045,109.38982227592008
S0059_R05,5902031,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,4875.977152066154,9183.783725776191,9191.440591774535,46.906663988822885,46.95089302508586,Win,Win,32.968461751937866,652.4144515991211,620.1586797237396,21,1,3,0.21,0.01,0.03,0.0,34.06250019319633,183.07250551013828
S0059_R06,5902032,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,4313.3438936831735,8695.004799504379,8493.58169721704,50.392852066866745,49.21643133077227,Win,Win,29.64693784713745,717.4371678829193,661.2209694385529,21,1,3,0.21,0.01,0.03,0.0,42.87559334146292,97.78293744572558
S0059_R07,5902033,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,4444.934247343742,8431.228901878834,8156.33226336569,47.28011421498445,45.503271521830435,Win,Win,23.14500451087952,745.3477582931519,659.8393049240112,17,1,3,0.17,0.01,0.03,0.0,34.14200543606578,128.1169514782276
S0059_R08,5902034,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,4411.993136726918,8292.233845257499,8139.384703869488,46.793672018183265,45.79451276422106,Win,Win,23.99140238761902,787.7891128063202,704.8692066669464,17,1,3,0.17,0.01,0.03,0.0,101.33938565163965,254.6871213603576
S0059_R09,5902035,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,4951.11057402439,8531.740805495532,8210.882636277021,41.968342840007026,39.70062911203268,Win,Win,32.832454681396484,802.392011642456,736.1546895503998,20,1,3,0.2,0.01,0.03,0.0,191.65594463494745,187.75661135735945
S0059_R10,5902036,S0059,n100_p0.25_d3_uniform_Emedium_V2.00_Hshort_PWflat_B0.10,100,3,3,medium,2.0,uniform,short,flat,4876.719462698867,8429.158807479596,8314.366759261144,42.14464842717734,41.345870300142536,Win,Win,24.784709215164185,716.7512202262878,701.0320694446564,18,1,3,0.18,0.01,0.03,0.0,31.656643274514536,289.0272618386692
S0060_R01,6002027,S0060,n100_p0.25_d3_uniform_Ehigh_V1.25_Hshort_PWflat_B0.10,100,3,3,high,1.25,uniform,short,flat,4246.140697023674,9179.34545669602,8427.753831156175,53.7424458306419,49.61717223720617,Win,Win,29.799442529678345,764.6797385215759,715.722330570221,16,1,3,0.16,0.01,0.03,0.0,102.8627457055951,102.8627457055951
S0060_R02,6002028,S0060,n100_p0.25_d3_uniform_Ehigh_V1.25_Hshort_PWflat_B0.10,100,3,3,high,1.25,uniform,short,flat,4718.287169555542,9345.457355489598,9006.598813300767,49.51250655716724,47.61299723278815,Win,Win,23.897549629211422,747.3709704875946,675.0934128761292,18,1,3,0.18,0.01,0.03,0.0,135.1301244056756,129.42555104598327
S0060_R03,6002029,S0060,n100_p0.25_d3_uniform_Ehigh_V1.25_Hshort_PWflat_B0.10,100,3,3,high,1.25,uniform,short,flat,5279.450535370477,9468.27187439987,9091.604250065377,44.240611112520405,41.930484542015634,Win,Win,22.10127544403076,740.8906071186066,670.1364512443542,13,1,3,0.13,0.01,0.03,0.0,86.50610157655561,80.24298840601239
S0060_R04,6002030,S0060,n100_p0.25_d3_uniform_Ehigh_V1.25_Hshort_PWflat_B0.10,100,3,3,high,1.25,uniform,short,flat,4490.653681566248,8261.427004232837,7464.30259974666,45.64312340633876,39.83826859164763,Win,Win,27.693331003189087,827.3728151321411,628.3428244590759,15,1,4,0.15,0.01,0.04,0.0,71.12553949660096,211.2363794847716
