instance_id,random_seed,scenario_id,scenario_class,n,number_of_drones,number_of_trucks,endurance_level,speed_ratio,spatial_pattern,launch_retrieval_time_class,priority_weight_profile,objective_for_reporting_nils,objective_for_reporting_no_unpairing,objective_for_reporting_paired_baseline,improvement_pct_vs_no_unpairing,improvement_pct_vs_paired_baseline,nils_result_vs_no_unpairing,nils_result_vs_paired_baseline,cpu_time_seconds_nils,cpu_time_seconds_no_unpairing,cpu_time_seconds_paired_baseline,customers_served_by_drone_nils,customers_served_by_drone_no_unpairing,customers_served_by_drone_paired_baseline,drone_service_share_nils,drone_service_share_no_unpairing,drone_service_share_paired_baseline,waiting_sync_cost_nils,waiting_sync_cost_no_unpairing,waiting_sync_cost_paired_baseline
S0015_R06,1502032,S0015,n15_p0.75_d1_clustered_Emedium_V1.25_Hshort_PWmoderate_B0.10,15,1,3,medium,1.25,clustered,short,moderate,54.63022509717516,128.11975602846104,150.12499577031977,57.360030341425734,63.61017376429746,Win,Win,0.3170630931854248,0.8426461219787598,1.1209716796875,4,4,9,0.2666666666666666,0.2666666666666666,0.6,0.0,73.47309909983284,61.090805434335095
S0015_R07,1502033,S0015,n15_p0.75_d1_clustered_Emedium_V1.25_Hshort_PWmoderate_B0.10,15,1,3,medium,1.25,clustered,short,moderate,50.21678114766199,117.8797183574648,117.89802741175816,57.399982077169604,57.406597675904976,Win,Win,0.2619709968566894,1.0580463409423828,2.217985153198242,5,3,2,0.3333333333333333,0.2,0.1333333333333333,0.0,62.949723707138176,0.0
S0015_R08,1502034,S0015,n15_p0.75_d1_clustered_Emedium_V1.25_Hshort_PWmoderate_B0.10,15,1,3,medium,1.25,clustered,short,moderate,47.97176079945514,97.51161949383189,135.1111221450119,50.804056943706485,64.49458783417693,Win,Win,0.2206661701202392,1.229973316192627,1.3914546966552734,7,7,3,0.4666666666666667,0.4666666666666667,0.2,0.0,46.95983075484298,83.4949745306787
S0015_R09,1502035,S0015,n15_p0.75_d1_clustered_Emedium_V1.25_Hshort_PWmoderate_B0.10,15,1,3,medium,1.25,clustered,short,moderate,55.36588194608737,112.35860642161416,113.62760976106938,50.72395100885056,51.274270344586085,Win,Win,0.2090592384338379,0.90358567237854,0.7772068977355957,2,2,3,0.1333333333333333,0.1333333333333333,0.2,0.0,56.9927244755268,56.9927244755268
S0015_R10,1502036,S0015,n15_p0.75_d1_clustered_Emedium_V1.25_Hshort_PWmoderate_B0.10,15,1,3,medium,1.25,clustered,short,moderate,51.34299117028323,101.44221743948302,153.56767232670995,49.38695893461446,66.56653682875861,Win,Win,0.2250659465789795,0.784775972366333,1.2974166870117188,5,7,4,0.3333333333333333,0.4666666666666667,0.2666666666666666,0.0,48.99225628116369,98.13881136514672
S0016_R01,1602027,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,51.460462052231634,113.93255109143747,140.5680017583511,54.83252015402373,63.39105528390682,Win,Win,0.4415385723114013,1.8073301315307615,1.906308889389038,5,7,9,0.3333333333333333,0.4666666666666667,0.6,0.0,62.14607061769696,60.25042045135688
S0016_R02,1602028,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,51.68472070716422,145.73477289208284,120.21558496390486,64.53507993906372,57.0066387626174,Win,Win,0.3506567478179931,0.9706802368164062,1.0202224254608154,6,6,6,0.4,0.4,0.4,0.0,93.19237174118874,0.0
S0016_R03,1602029,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,50.25773107348379,156.15019595135686,152.3715667176104,67.81449375245111,67.01633240627744,Win,Win,0.4325451850891113,1.177350997924805,1.300027847290039,6,5,6,0.4,0.3333333333333333,0.4,0.0,67.7702821899899,42.14890304942712
S0016_R04,1602030,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,54.94413465588615,124.94938849015078,179.54785915171772,56.02688791052615,69.39861331932761,Win,Win,0.3029136657714844,0.7947361469268799,0.7312767505645752,4,6,4,0.2666666666666666,0.4,0.2666666666666666,0.0,28.52608878296215,87.87021071943417
S0016_R05,1602031,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,48.83367225467151,64.75514886639317,177.54859195783956,24.58719791467368,72.4956015048165,Win,Win,0.2555491924285888,1.831863641738892,1.5100884437561035,5,0,2,0.3333333333333333,0.0,0.1333333333333333,0.0,0.0,105.15314603294036
S0016_R06,1602032,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,50.45208489945343,105.8043155392342,108.79866390375416,52.31566440147248,53.628028976454594,Win,Win,0.2136070728302002,0.8905010223388672,0.8902988433837891,8,8,9,0.5333333333333333,0.5333333333333333,0.6,0.0,54.45075352526538,27.64291967046807
S0016_R07,1602033,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,51.9327710324099,124.39024889126354,169.81561664606875,58.25012692288506,69.41814183047214,Win,Win,0.2876639366149902,1.0103607177734375,1.6391890048980713,8,7,8,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.0,69.15380576004911,63.45838204783885
S0016_R08,1602034,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,49.61693523402374,129.47469686711494,83.93079420374136,61.67827657866805,40.8835151570483,Win,Win,0.2315936088562011,0.8574879169464111,0.7519989013671875,5,6,6,0.3333333333333333,0.4,0.4,0.0,78.43184132823947,0.0
S0016_R09,1602035,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,48.03184596436424,100.19567439231407,140.22072057312857,52.061956510920275,65.74554333479236,Win,Win,0.307481050491333,0.9961996078491212,1.0000967979431152,5,7,3,0.3333333333333333,0.4666666666666667,0.2,0.0,52.79529867480191,89.68551430298656
S0016_R10,1602036,S0016,n15_p0.75_d1_clustered_Emedium_V1.25_Hmedium_PWbase_B0.10,15,1,3,medium,1.25,clustered,medium,base,51.13048877858116,65.75587528838912,174.24436580971474,22.24194635941596,70.65587254946382,Win,Win,0.2950906753540039,1.813755750656128,2.589536428451538,5,0,2,0.3333333333333333,0.0,0.1333333333333333,0.0,0.0,100.77925236517214
S0017_R01,1702027,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,107.62853585675204,145.70109951029087,243.4219770034932,26.130594608759125,55.78520182045538,Win,Win,0.3056869506835937,0.3305768966674804,0.1985111236572265,2,0,2,0.1333333333333333,0.0,0.1333333333333333,0.0,0.0,96.66451054840768
S0017_R02,1702028,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,132.31843151984714,155.30460074443147,295.0390381706265,14.800700761215865,55.15222923031461,Win,Win,0.1763463020324707,0.5120894908905029,0.1431562900543213,3,0,2,0.2,0.0,0.1333333333333333,0.0,0.0,143.09909481907113
S0017_R03,1702029,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,186.9013776085297,323.6764871172506,275.0201236346461,42.25673317418778,32.04083572559906,Win,Win,0.3192992210388183,0.3856091499328613,0.308661937713623,3,0,1,0.2,0.0,0.0666666666666666,0.0,0.0,76.3770130354258
S0017_R04,1702030,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,158.41547344126658,172.35750959650076,400.9061906353122,8.08902158535089,60.48565047343692,Win,Win,0.2730648517608642,1.4759137630462646,0.3094880580902099,3,2,2,0.2,0.1333333333333333,0.1333333333333333,0.0,30.60121685729832,147.72328416907337
S0017_R05,1702031,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,120.45569050645943,157.36917088487638,318.1349329916261,23.456614895315838,62.13691801345498,Win,Win,0.2606840133666992,0.4766023159027099,0.2169358730316162,4,0,2,0.2666666666666666,0.0,0.1333333333333333,0.0,0.0,165.50410013172078
S0017_R06,1702032,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,150.33000119548103,178.7206567883323,204.98646875577705,15.885491975600626,26.663451442453155,Win,Win,0.6493134498596191,0.7425780296325684,0.3962295055389404,3,0,2,0.2,0.0,0.1333333333333333,0.0,0.0,48.67185339117167
S0017_R07,1702033,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,199.35208017300107,258.2446974024749,247.31317896512564,22.804966693155205,19.392860094563627,Win,Win,0.313403844833374,1.873375654220581,0.5855593681335449,2,2,3,0.1333333333333333,0.1333333333333333,0.2,0.0,0.0,68.8264996826729
S0017_R08,1702034,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,145.54934840029594,187.99027138233407,211.56971356133937,22.576127301673978,31.205017036572425,Win,Win,0.3628544807434082,0.5007157325744629,0.6106843948364258,4,4,3,0.2666666666666666,0.2666666666666666,0.2,0.0,41.95274427512818,39.40050228497118
S0017_R09,1702035,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,139.7989390308344,212.7410507754445,241.1787967114213,34.28680617997089,42.03514532079343,Win,Win,0.3589165210723877,0.336116075515747,0.3126974105834961,3,3,2,0.2,0.2,0.1333333333333333,0.0,46.15469397433071,79.88213065016636
S0017_R10,1702036,S0017,n15_p0.75_d1_uniform_Emedium_V1.25_Hlong_PWflat_B0.10,15,1,3,medium,1.25,uniform,long,flat,132.04553913625264,291.9366062897297,365.22379879695967,54.769105247046234,63.8453081175958,Win,Win,0.3409740924835205,0.7010271549224854,0.4665877819061279,1,0,2,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0,159.89725028636906
S0018_R01,1802027,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,51.48950867957896,89.11430862342115,134.20577855688833,42.22082909584913,61.63391082467203,Win,Win,0.4452309608459472,1.1901021003723145,1.2128419876098633,5,6,6,0.3333333333333333,0.4,0.4,0.0,36.20743324068552,78.35681887117077
S0018_R02,1802028,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,53.31293461083861,93.58947383391391,153.85890137422504,43.03533033485262,65.34946360940948,Win,Win,0.4242293834686279,1.5084216594696045,1.4213311672210691,6,7,7,0.4,0.4666666666666667,0.4666666666666667,0.0,40.15599696174372,98.9645070370806
S0018_R03,1802029,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,55.47270451381496,98.69970359216694,119.9996613157713,43.7964831758447,53.77261576777109,Win,Win,0.3957955837249756,1.5010697841644287,1.4480628967285156,11,11,4,0.7333333333333333,0.7333333333333333,0.2666666666666666,0.0,42.52526375829736,59.61503074799154
S0018_R04,1802030,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,52.432948608634575,77.07895165372645,171.23191240678682,31.975010708257788,69.37898556895614,Win,Win,0.2368710041046142,1.726712942123413,2.187455892562866,5,0,10,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,86.1635888772303
S0018_R05,1802031,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,54.538742186355606,104.97464285695322,152.99932664687572,48.04579401077418,64.35360639708456,Win,Win,0.2521150112152099,1.1806464195251465,1.3002910614013672,3,6,11,0.2,0.4,0.7333333333333333,0.0,46.83901009651203,62.77885037080633
S0018_R06,1802032,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,49.60586255823951,112.25506692185196,107.1017270220027,55.809689559248696,53.68341488270436,Win,Win,0.2368073463439941,0.8614656925201416,1.5811870098114014,3,11,11,0.2,0.7333333333333333,0.7333333333333333,0.0,0.0,31.996326927785116
S0018_R07,1802033,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,55.6891169778696,108.58265029208228,117.92284213802787,48.71269320829021,52.774953547434116,Win,Win,0.2646360397338867,1.307704210281372,1.1940083503723145,7,8,8,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.0,52.156545120397865,59.8660102142415
S0018_R08,1802034,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,52.38499987284765,105.28385295607475,135.05909041885909,50.244032297428284,61.21327360462304,Win,Win,0.3307063579559326,1.3563213348388672,1.6866295337677002,6,7,11,0.4,0.4666666666666667,0.7333333333333333,0.0,52.38562035468642,21.70839733657049
S0018_R09,1802035,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,49.20545278854719,85.11712053601252,144.97210874484657,42.190886535302056,66.05867624154544,Win,Win,0.4361188411712646,1.5968804359436035,2.0093092918396,6,6,11,0.4,0.4,0.7333333333333333,0.0,35.35774944012304,69.5773159250637
S0018_R10,1802036,S0018,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWbase_B0.10,15,1,3,medium,2.0,clustered,short,base,51.92191039276109,103.41593637220664,106.48862874942316,49.79312452784089,51.24182647244169,Win,Win,0.2323517799377441,1.326106071472168,1.2054336071014404,6,7,7,0.4,0.4666666666666667,0.4666666666666667,0.0,49.87903756647231,53.600553599732905
S0019_R01,1902027,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,46.13177873540693,84.40229897579525,151.55197734896666,45.342983194525864,69.56042438880031,Win,Win,0.4555020332336426,1.4554402828216553,1.354400396347046,11,11,11,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,36.39544365373072,77.88539159536869
S0019_R02,1902028,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,49.85517585418938,66.32923050183389,79.96023146375981,24.83679446151426,37.650035597026594,Win,Win,0.2394568920135498,1.1973862648010254,0.8822531700134277,5,4,5,0.3333333333333333,0.2666666666666666,0.3333333333333333,0.0,15.40030950448472,30.10505560957043
S0019_R03,1902029,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,50.19830780863589,100.70636716647743,116.87364226915152,50.153789456377474,57.04907724785985,Win,Win,0.3833050727844238,1.3610947132110596,1.5755186080932615,4,10,11,0.2666666666666666,0.6666666666666666,0.7333333333333333,0.0,18.36542381300349,35.297225936249475
S0019_R04,1902030,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,52.62541522447199,107.30212273413612,140.91258457822997,50.955848883938046,62.653857083108065,Win,Win,0.4044063091278076,1.882651805877685,2.27839469909668,5,10,2,0.3333333333333333,0.6666666666666666,0.1333333333333333,0.0,53.7729397568357,74.10496758777305
S0019_R05,1902031,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,48.90717327747696,61.99707560820385,196.36164919884052,21.113741579441133,75.0933171130823,Win,Win,0.2131614685058593,1.544894456863403,1.491579532623291,10,0,2,0.6666666666666666,0.0,0.1333333333333333,0.0,0.0,124.90891107944717
S0019_R06,1902032,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,48.42442031830218,94.18838787285976,107.729534944201,48.58769598682599,55.05000523451268,Win,Win,0.2649071216583252,1.2177226543426514,1.2437570095062256,11,10,9,0.7333333333333333,0.6666666666666666,0.6,0.0,14.276120736293471,58.78692677089796
S0019_R07,1902033,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,48.00551061675391,64.05037915255888,158.4436670866513,25.050388066538023,69.70184324849023,Win,Win,0.6731252670288086,3.035921335220337,2.525339365005493,6,0,11,0.4,0.0,0.7333333333333333,0.0,0.0,48.35577553525861
S0019_R08,1902034,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,57.89340826565403,112.61703537365864,110.57514930242944,48.59267243755253,47.64338223291726,Win,Win,0.3034870624542236,1.4087412357330322,1.304492712020874,8,7,9,0.5333333333333333,0.4666666666666667,0.6,0.0,52.005996083345806,49.92227422019161
S0019_R09,1902035,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,50.04653353774652,80.73326628633077,118.8263671943988,38.01002258443237,57.88263605175199,Win,Win,0.3456258773803711,1.386589527130127,1.6239089965820312,8,9,10,0.5333333333333333,0.6,0.6666666666666666,0.0,30.47005830571422,35.31065135316628
S0019_R10,1902036,S0019,n15_p0.75_d1_clustered_Emedium_V2.00_Hshort_PWstrict_B0.10,15,1,3,medium,2.0,clustered,short,strict,51.47686776738307,89.1652737475766,147.97363509409652,42.268031483745496,65.21213543571535,Win,Win,0.2879517078399658,0.9195351600646972,1.0565550327301023,11,11,6,0.7333333333333333,0.7333333333333333,0.4,0.0,35.75876018876602,87.79654752994003
S0020_R01,2002027,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,149.52496708413838,192.81379706096783,209.64624415913312,22.45110600832237,28.677488268933338,Win,Win,0.2488312721252441,0.4480595588684082,0.3201243877410888,4,5,2,0.2666666666666666,0.3333333333333333,0.1333333333333333,0.0,40.03037426795812,40.09561436211163
S0020_R02,2002028,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,110.716383233212,84.25211884184824,173.76599806315244,-31.410799817438996,36.28420722852009,Loss,Win,0.29555344581604,0.6062746047973633,0.3350744247436523,2,7,4,0.1333333333333333,0.4666666666666667,0.2666666666666666,0.0,5.544636542660317,50.20390140702865
S0020_R03,2002029,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,80.02503920052875,190.35759851792253,188.7227954647471,57.96068041224304,57.596516624576374,Win,Win,0.264411449432373,0.6115875244140625,0.5458745956420898,5,3,4,0.3333333333333333,0.2,0.2666666666666666,0.0,76.71330589147095,77.65443658296813
S0020_R04,2002030,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,131.7588844024568,189.4638604632741,276.67815531739745,30.456983152205378,52.37828434582894,Win,Win,0.193228006362915,0.3597469329833984,0.0986886024475097,3,0,2,0.2,0.0,0.1333333333333333,0.0,0.0,83.79096533602738
S0020_R05,2002031,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,146.82289867976658,171.67439302231915,263.6330622076838,14.475947114210365,44.30785825940791,Win,Win,0.1804502010345459,0.2912554740905761,0.1969051361083984,5,0,3,0.3333333333333333,0.0,0.2,0.0,0.0,83.76289032654361
S0020_R06,2002032,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,112.10855229884696,151.9171593330525,213.68898478632653,26.20415442796159,47.53657872868489,Win,Win,0.2023115158081054,0.2950439453125,0.2533760070800781,2,2,3,0.1333333333333333,0.1333333333333333,0.2,0.0,39.80860703420552,80.80205630342283
S0020_R07,2002033,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,131.55807687574827,207.3551962257185,288.09454012570046,36.55424157659427,54.33510235273904,Win,Win,0.267399787902832,0.3173131942749023,0.1213490962982177,3,0,3,0.2,0.0,0.2,0.0,0.0,152.8235594790946
S0020_R08,2002034,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,118.67568924802116,298.7842841981297,294.9135261439937,60.28047808253362,59.759156929927684,Win,Win,0.2687273025512695,1.0634467601776123,0.6901776790618896,2,0,3,0.1333333333333333,0.0,0.2,0.0,0.0,154.68378232053306
S0020_R09,2002035,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,116.55111293390748,85.8243724610701,196.965976527968,-35.80188190338941,40.82677882321574,Loss,Win,0.3502717018127441,0.6103212833404541,0.3599767684936523,2,7,5,0.1333333333333333,0.4666666666666667,0.3333333333333333,0.0,0.0,53.49554103066012
S0020_R10,2002036,S0020,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWflat_B0.10,15,1,3,high,1.25,uniform,medium,flat,120.09615438239962,116.78344995541023,388.3805044177136,-2.836621480401741,69.07770781068017,Loss,Win,0.1689555644989013,0.4384322166442871,0.3732218742370605,2,5,2,0.1333333333333333,0.3333333333333333,0.1333333333333333,0.0,0.0,115.82259011804808
S0021_R01,2102027,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,307.67287197453345,169.46677144197002,172.95461951902377,-81.55351008140785,-77.89225452905099,Loss,Loss,0.2312564849853515,0.1536240577697754,0.2124929428100586,6,1,1,0.4,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0
S0021_R02,2102028,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,135.31893584770896,174.01495823214566,309.38650714501864,22.23718166389699,56.26217280888693,Win,Win,0.2374110221862793,0.2505323886871338,0.1560108661651611,5,5,3,0.3333333333333333,0.3333333333333333,0.2,0.0,58.83874307205832,154.7156585506057
S0021_R03,2102029,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,142.34985681067343,163.94584676389536,135.9149386336553,13.172636196343015,-4.734518693609373,Win,Loss,0.2990212440490722,0.2551195621490478,0.2684056758880615,3,3,5,0.2,0.2,0.3333333333333333,0.0,20.219820555687207,0.0
S0021_R04,2102030,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,149.6770352510894,213.7828748332101,358.82720772548754,29.98642413810509,58.287155480808366,Win,Win,0.8895139694213867,0.2588086128234863,0.293245792388916,3,4,2,0.2,0.2666666666666666,0.1333333333333333,0.0,69.91191762451373,122.91607200865177
S0021_R05,2102031,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,125.09880503215729,215.5747854920846,284.8474025296896,41.969648840610525,56.08216753209878,Win,Win,0.2039465904235839,0.2192223072052002,0.2734270095825195,3,2,3,0.2,0.1333333333333333,0.2,0.0,70.50608709307801,140.27430264419644
S0021_R06,2102032,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,114.85330574931324,119.91596429986028,295.0375093213022,4.221838668525756,61.071625769374464,Win,Win,0.2477161884307861,0.2739932537078857,0.1458761692047119,5,5,2,0.3333333333333333,0.3333333333333333,0.1333333333333333,0.0,11.775747786319416,151.79080346720798
S0021_R07,2102033,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,116.38546753810284,142.034576068523,223.39971599998512,18.05835539513,47.90258930404791,Win,Win,0.2292006015777588,0.4732036590576172,0.4927132129669189,4,4,4,0.2666666666666666,0.2666666666666666,0.2666666666666666,0.0,0.0,60.99603881584774
S0021_R08,2102034,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,177.18910167153732,223.7434593249692,275.7573184939819,20.80702506070377,35.74455153566332,Win,Win,0.3101372718811035,0.703669548034668,0.4879055023193359,6,4,3,0.4,0.2666666666666666,0.2,0.0,61.642068480170686,152.10971490624738
S0021_R09,2102035,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,95.77532316587931,152.55673339668812,203.7952617647046,37.21986500796528,53.00414625122227,Win,Win,0.2360560894012451,0.2594087123870849,0.2906861305236816,4,6,6,0.2666666666666666,0.4,0.4,0.0,21.765392601862587,37.80059491026446
S0021_R10,2102036,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,1,3,high,1.25,uniform,medium,moderate,110.0316064640736,194.52443455986872,245.17281093951,43.43558601620857,55.12079580014236,Win,Win,0.3131098747253418,0.3665864467620849,0.4940428733825683,5,3,2,0.3333333333333333,0.2,0.1333333333333333,0.0,60.02988528939317,94.4367855797422
S0022_R01,2202027,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,1,3,high,2.0,uniform,short,strict,81.57043243149796,150.23940452239623,114.06258859956782,45.70636598913154,28.486251773697663,Win,Win,0.2681777477264404,0.4919474124908447,0.2419555187225341,6,3,4,0.4,0.2,0.2666666666666666,0.0,51.27374450073607,26.498344337360905
S0022_R02,2202028,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,1,3,high,2.0,uniform,short,strict,89.87661100161172,138.11157086673978,172.31230004374964,34.92463344122608,47.840861633909896,Win,Win,0.2229499816894531,0.5798928737640381,0.5617249011993408,6,6,8,0.4,0.4,0.5333333333333333,0.0,36.26028208827103,53.54800124889493
S0022_R03,2202029,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,1,3,high,2.0,uniform,short,strict,138.8184201562814,167.53994721451718,1353.8046422222362,17.143091863017542,89.74605228650904,Win,Win,0.2877862453460693,0.3687853813171386,0.2885074615478515,6,6,6,0.4,0.4,0.4,0.0,33.88163406179995,40.87318135121602
S0022_R04,2202030,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,1,3,high,2.0,uniform,short,strict,109.4094130725864,145.09959952844906,170.5969886214921,24.597026161236947,35.866738354135975,Win,Win,0.2059524059295654,0.3680160045623779,0.400789737701416,3,8,4,0.2,0.5333333333333333,0.2666666666666666,0.0,3.950729078121769,55.34826099670829
