instance_id,scenario_id,n,pair_feasible,objective_for_reporting_nils,objective_for_reporting_feasibility_aware_alns,objective_diff_nils_minus_alns,nils_improvement_vs_alns_pct,cpu_time_seconds_nils,cpu_time_seconds_feasibility_aware_alns,winner
S0016_R10,S0016,15,True,51.13048877858116,49.22432983172235,1.9061589468588096,-3.8723918707988094,0.2950906753540039,4.9433207511901855,alns
S0017_R01,S0017,15,True,107.62853585675204,104.74650719557928,2.882028661172754,-2.751431754942934,0.3056869506835937,6.926461458206177,alns
S0017_R02,S0017,15,True,132.31843151984714,130.63379813993302,1.6846333799141178,-1.2895846280987429,0.1763463020324707,6.337745904922485,alns
S0017_R03,S0017,15,True,186.9013776085297,203.31164453441093,-16.410266925881217,8.0714840330278,0.3192992210388183,8.304428577423096,nils
S0017_R04,S0017,15,True,158.41547344126658,180.0420436251023,-21.626570183835724,12.0119555123848,0.2730648517608642,6.485377550125122,nils
S0017_R05,S0017,15,True,120.45569050645943,127.44400101724894,-6.988310510789503,5.483436219052531,0.2606840133666992,6.242980480194092,nils
S0017_R06,S0017,15,True,150.33000119548103,155.20403250928908,-4.874031313808047,3.1404024979288683,0.6493134498596191,7.466909170150757,nils
S0017_R07,S0017,15,True,199.35208017300107,306.7240297973555,-107.37194962435444,35.006044259164256,0.313403844833374,5.102393388748169,nils
S0017_R08,S0017,15,True,145.54934840029594,145.03637249377928,0.5129759065166581,-0.3536877665212291,0.3628544807434082,6.634215354919434,alns
S0017_R09,S0017,15,True,139.7989390308344,164.5176290305073,-24.718689999672904,15.0249490862096,0.3589165210723877,6.194445610046387,nils
S0017_R10,S0017,15,True,132.04553913625264,149.17007273045593,-17.124533594203285,11.479872122303378,0.3409740924835205,6.412858724594116,nils
S0018_R01,S0018,15,True,51.48950867957896,50.73997800762636,0.7495306719525985,-1.4771994419074086,0.4452309608459472,9.341536045074465,alns
S0018_R02,S0018,15,True,53.31293461083861,57.58662020063257,-4.273685589793956,7.421316922063454,0.4242293834686279,8.400594472885132,nils
S0018_R03,S0018,15,True,55.47270451381496,51.0608725253818,4.411831988433164,-8.640338032296826,0.3957955837249756,6.530076265335083,alns
S0018_R04,S0018,15,True,52.432948608634575,46.75843411486012,5.674514493774453,-12.135809509435767,0.2368710041046142,4.653655052185059,alns
S0018_R05,S0018,15,True,54.538742186355606,54.6810283203194,-0.1422861339637933,0.2602111524499622,0.2521150112152099,5.6081249713897705,nils
S0018_R06,S0018,15,True,49.60586255823951,46.39229859179571,3.2135639664438003,-6.9269341334428,0.2368073463439941,6.341158866882324,alns
S0018_R07,S0018,15,True,55.6891169778696,52.32281401938925,3.366302958480354,-6.4337192514777675,0.2646360397338867,5.878509759902954,alns
S0018_R08,S0018,15,True,52.38499987284765,52.84372097209146,-0.4587210992438102,0.8680711554852018,0.3307063579559326,6.030481576919556,nils
S0018_R09,S0018,15,True,49.20545278854719,48.46102095834172,0.7444318302054711,-1.5361455773814647,0.4361188411712646,6.056876659393311,alns
S0018_R10,S0018,15,True,51.92191039276109,49.65310094838948,2.2688094443716125,-4.569320749432876,0.2323517799377441,8.043205499649048,alns
S0019_R01,S0019,15,True,46.13177873540693,45.04382026708846,1.0879584683184689,-2.415333472754735,0.4555020332336426,7.930414199829102,alns
S0019_R02,S0019,15,True,49.85517585418938,50.11590100482507,-0.260725150635686,0.5202443643796484,0.2394568920135498,6.041557788848877,nils
S0019_R03,S0019,15,True,50.19830780863589,49.15544763509087,1.0428601735450158,-2.1215556438154444,0.3833050727844238,6.297833681106567,alns
S0019_R04,S0019,15,True,52.62541522447199,53.33073398732711,-0.7053187628551143,1.3225371378213508,0.4044063091278076,5.667709589004517,nils
S0019_R05,S0019,15,True,48.90717327747696,45.01822200748936,3.8889512699875937,-8.63861586834908,0.2131614685058593,4.891058683395386,alns
S0019_R06,S0019,15,True,48.42442031830218,48.709752489888736,-0.28533217158655333,0.585780376621259,0.2649071216583252,6.3487091064453125,nils
