instance_id,random_seed,method_name,scenario_id,scenario_class,n,eligible_share,eligible_share_target,number_of_drones,number_of_trucks,endurance_level,speed_ratio,spatial_pattern,launch_retrieval_time_class,priority_weight_profile,battery_slack_ratio,priority_weight_high,priority_weight_medium,priority_weight_low,depot_position,objective_total,truck_travel_cost,drone_travel_cost,waiting_sync_cost,penalty_cost,priority_tardiness_cost,high_priority_tardiness_minutes,medium_priority_tardiness_minutes,low_priority_tardiness_minutes,total_priority_tardiness_minutes,high_priority_tardiness_weighted_cost,medium_priority_tardiness_weighted_cost,low_priority_tardiness_weighted_cost,fixed_deployment_cost,makespan_minutes,truck_route_distance_km,drone_flight_distance_km,customers_served_by_truck,customers_served_by_drone,drone_service_share,number_of_drone_launches,number_of_drone_retrievals,average_customers_per_drone_sortie,average_customers_per_drone_route,total_truck_waiting_time,total_drone_waiting_time,average_synchronization_delay,maximum_synchronization_delay,delayed_rendezvous_events,average_battery_usage_ratio,maximum_battery_usage_ratio,sorties_near_endurance_limit,infeasible_battery_attempts_rejected,eligible_not_assigned_due_battery,cpu_time_seconds,iterations,improving_moves_accepted,candidate_reassignments_evaluated,final_solution_feasibility_flag,status,run_label
S0021_R07,2102033,feasibility_aware_alns,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,0.7333333333333333,0.75,1,3,high,1.25,uniform,medium,moderate,0.1,20.0,5.0,1.0,peripheral,101.89068819779531,86.39539061339009,15.495297584405227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.6646770714905,107.9942382667376,51.65099194801742,6,9,0.6,1,1,9.0,9.0,0.0,0.0,0.0,0.0,0,0.8939542782726564,0.8939542782726564,0,0,0,7.400633096694946,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0021_R08,2102034,feasibility_aware_alns,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,0.7333333333333333,0.75,1,3,high,1.25,uniform,medium,moderate,0.1,20.0,5.0,1.0,peripheral,125.54258002447772,110.03174675467844,15.510833269799273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3986195697526,137.539683443348,51.70277756599757,9,6,0.4,1,1,6.0,6.0,0.0,0.0,0.0,0.0,0,0.8741675722925851,0.8741675722925851,0,0,0,6.233606815338135,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0021_R09,2102035,feasibility_aware_alns,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,0.7333333333333333,0.75,1,3,high,1.25,uniform,medium,moderate,0.1,20.0,5.0,1.0,peripheral,245.17044518819603,102.14631439308287,15.940522633901985,0.0,127.08360816121116,127.08360816121116,6.354180408060557,0.0,0.0,6.354180408060557,127.08360816121116,0.0,0.0,0.0,115.09924375852412,127.6828929913536,53.13507544633994,9,6,0.4,1,1,6.0,6.0,0.0,0.0,0.0,0.0,0,0.8884462867485263,0.8884462867485263,0,0,0,6.864006280899048,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0021_R10,2102036,feasibility_aware_alns,S0021,n15_p0.75_d1_uniform_Ehigh_V1.25_Hmedium_PWmoderate_B0.10,15,0.7333333333333333,0.75,1,3,high,1.25,uniform,medium,moderate,0.1,20.0,5.0,1.0,peripheral,129.87835224358005,114.17437757068843,15.703974672891562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.5666156993959,142.71797196336058,52.34658224297189,8,7,0.4666666666666667,1,1,7.0,7.0,0.0,0.0,0.0,0.0,0,0.8920389165778112,0.8920389165778112,0,0,0,6.005091905593872,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R01,2202027,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,105.47868651356052,88.229948218285,17.24873829527552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.18097268134296,110.28743527285624,57.495794317585066,7,8,0.5333333333333333,1,1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.6120757613927882,0.6120757613927882,0,0,0,7.309559345245361,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R02,2202028,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,100.23814483817478,78.58006022958669,21.65808460858809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.14968494821564,98.22507528698335,72.19361536196031,5,10,0.6666666666666666,1,1,10.0,10.0,0.0,0.0,0.0,0.0,0,0.7740203264077805,0.7740203264077805,0,0,0,8.608166694641113,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R03,2202029,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,140.49313858769807,121.52052035653732,18.972618231160737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.55494851236892,151.90065044567166,63.24206077053579,8,7,0.4666666666666667,1,1,7.0,7.0,0.0,0.0,0.0,0.0,0,0.6606032449968872,0.6606032449968872,0,0,0,8.188157081604004,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R04,2202030,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,110.42859004517032,96.06559915158785,14.362990893582491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.178436787688,120.0819989394848,47.87663631194165,9,6,0.4,1,1,6.0,6.0,0.0,0.0,0.0,0.0,0,0.521554520400097,0.521554520400097,0,0,0,7.4576735496521,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R05,2202031,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,135.9544274904879,116.4179504603596,19.53647703012828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.03941440622393,145.5224380754495,65.12159010042762,7,8,0.5333333333333333,1,1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.7077454721663173,0.7077454721663173,0,0,0,9.358036994934082,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R06,2202032,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,124.48370630421456,105.06580267410668,19.41790363010788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.82492378147388,131.33225334263335,64.72634543369293,5,10,0.6666666666666666,1,1,10.0,10.0,0.0,0.0,0.0,0.0,0,0.6676010540642257,0.6676010540642257,0,0,0,7.193312406539917,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R07,2202033,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,111.36743815575348,91.18160108333902,20.18583707241447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.62759703343548,113.97700135417377,67.28612357471489,6,9,0.6,1,1,9.0,9.0,0.0,0.0,0.0,0.0,0,0.7244177905404643,0.7244177905404643,0,0,0,6.646752595901489,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R08,2202034,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,145.9540817813726,130.7645292122156,15.189552569156994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.88599847316104,163.45566151526947,50.63184189718999,12,3,0.2,1,1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.5220254204377431,0.5220254204377431,0,0,0,7.470441579818726,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R09,2202035,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,135.49552648964226,115.11660970353196,20.3789167861103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0942845790786,143.89576212941495,67.92972262036767,8,7,0.4666666666666667,1,1,7.0,7.0,0.0,0.0,0.0,0.0,0,0.6988911194517798,0.6988911194517798,0,0,0,7.08129620552063,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0022_R10,2202036,feasibility_aware_alns,S0022,n15_p0.75_d1_uniform_Ehigh_V2.00_Hshort_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,short,strict,0.1,200.0,40.0,1.0,peripheral,120.36450800302777,105.70625016820478,14.65825783482299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.62266546630872,132.13281271025596,48.860859449409965,10,5,0.3333333333333333,1,1,5.0,5.0,0.0,0.0,0.0,0.0,0,0.5157503284176077,0.5157503284176077,0,0,0,7.619235277175903,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R01,2302027,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,115.88785134548974,98.56089355525263,17.326957790237095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0181316606615,123.2011169440658,57.75652596745698,5,10,0.6666666666666666,1,1,10.0,10.0,0.0,0.0,0.0,0.0,0,0.6265852694022175,0.6265852694022175,0,0,0,5.83653450012207,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R02,2302028,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,102.35826778603068,82.20319265883853,20.15507512719213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.00932983290534,102.75399082354816,67.1835837573071,4,11,0.7333333333333333,1,1,11.0,11.0,0.0,0.0,0.0,0.0,0,0.72835990952784,0.72835990952784,0,0,0,6.325288534164429,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R03,2302029,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,85.41762160955933,66.09271144828794,19.32491016127139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.17371506644497,82.61588931035992,64.41636720423797,5,10,0.6666666666666666,1,1,10.0,10.0,0.0,0.0,0.0,0.0,0,0.6903060040826823,0.6903060040826823,0,0,0,9.237801551818848,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R04,2302030,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,84.46902258333765,63.931594318817815,20.53742826451983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.24738284623862,79.91449289852227,68.4580942150661,6,9,0.6,1,1,9.0,9.0,0.0,0.0,0.0,0.0,0,0.7188973011008679,0.7188973011008679,0,0,0,7.153712749481201,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R05,2302031,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,20169.477888801583,89.44375962668865,16.490355004175104,0.0,20063.54377417072,20063.54377417072,100.31771887085358,0.0,0.0,100.31771887085358,20063.54377417072,0.0,0.0,0.0,185.3543824258184,111.8046995333608,54.967850013917015,7,8,0.5333333333333333,1,1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.579509329240607,0.579509329240607,0,0,0,5.942070960998535,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R06,2302032,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,103.4301878491602,86.48814696415516,16.942040885005024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.3279439823383,108.11018370519396,56.47346961668342,7,8,0.5333333333333333,1,1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.6119602725806808,0.6119602725806808,0,0,0,7.0278801918029785,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R07,2302033,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,141.0578130379247,121.52414234633687,19.533670691587805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.08035246991992,151.9051779329211,65.11223563862602,6,9,0.6,1,1,9.0,9.0,0.0,0.0,0.0,0.0,0,0.691396235903162,0.691396235903162,0,0,0,7.172979116439819,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R08,2302034,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,1370.9775212913958,137.6213705766423,19.055326991337864,0.0,1214.3008237234155,1214.3008237234155,6.071504118617078,0.0,0.0,6.071504118617078,1214.3008237234155,0.0,0.0,0.0,119.81325459923846,172.0267132208029,63.51775663779288,8,7,0.4666666666666667,1,1,7.0,7.0,0.0,0.0,0.0,0.0,0,0.6731692910949393,0.6731692910949393,0,0,0,7.281783819198608,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R09,2302035,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,116.12602004250031,97.22271575675862,18.903304285741715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.18420467363364,121.52839469594826,63.01101428580572,7,8,0.5333333333333333,1,1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.6599469106600573,0.6599469106600573,0,0,0,7.305136680603027,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0023_R10,2302036,feasibility_aware_alns,S0023,n15_p0.75_d1_uniform_Ehigh_V2.00_Hlong_PWstrict_B0.10,15,0.7333333333333333,0.75,1,3,high,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,578.6620553387928,105.27304560292544,20.125026842801866,0.0,453.26398289306553,453.26398289306553,2.266319914465328,0.0,0.0,2.266319914465328,453.26398289306553,0.0,0.0,0.0,121.44629420567706,131.5913070036568,67.08342280933955,7,8,0.5333333333333333,1,1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.7322680906512629,0.7322680906512629,0,0,0,7.633070230484009,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R01,2402027,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,679.574120206356,62.4103760304729,0.0,0.0,617.1637441758832,617.1637441758832,564.4933523715756,52.670391804307485,0.0,617.163744175883,564.4933523715756,52.670391804307485,0.0,0.0,184.0403347086998,78.01297003809111,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.80047869682312,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R02,2402028,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,448.8659572934085,59.93757700020591,0.0,0.0,388.92838029320257,388.92838029320257,378.7785467344641,10.14983355873848,0.0,388.92838029320257,378.7785467344641,10.14983355873848,0.0,0.0,175.5785742156488,74.9219712502574,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.977015018463137,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R03,2402029,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,686.9819783080688,69.9747784024364,0.0,0.0,617.0071999056324,617.0071999056324,477.2849254130256,139.72227449260674,0.0,617.0071999056324,477.2849254130256,139.72227449260674,0.0,0.0,194.427159170181,87.46847300304552,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.94718861579895,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R04,2402030,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,450.14847866220754,73.39617658682043,0.0,0.0,376.7523020753871,376.7523020753871,221.2401945403557,155.51210753503142,0.0,376.7523020753871,221.2401945403557,155.51210753503142,0.0,0.0,205.85337572467927,91.74522073352556,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.766531944274902,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R05,2402031,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,600.4551861498368,71.03874147835916,0.0,0.0,529.4164446714776,529.4164446714776,397.5020778259481,131.9143668455294,0.0,529.4164446714775,397.5020778259481,131.9143668455294,0.0,0.0,199.55247360022685,88.79842684794889,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.945054769515991,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R06,2402032,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,510.07408414981865,61.12534825765832,0.0,0.0,448.9487358921604,448.9487358921604,375.4367063126384,73.51202957952185,0.0,448.9487358921602,375.4367063126384,73.51202957952185,0.0,0.0,182.18143440733635,76.40668532207289,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,14.67309546470642,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R07,2402033,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,667.1276063762849,69.97041586536989,0.0,0.0,597.157190510915,597.157190510915,542.8465966241354,54.31059388677963,0.0,597.157190510915,542.8465966241354,54.31059388677963,0.0,0.0,198.5147460933242,87.46301983171236,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.195705890655518,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R08,2402034,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,422.02892608550815,67.77682546134791,0.0,0.0,354.2521006241602,354.2521006241602,269.9047992434922,84.34730138066803,0.0,354.2521006241602,269.9047992434922,84.34730138066803,0.0,0.0,194.07327431507844,84.72103182668491,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.886815071105955,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R09,2402035,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,542.367767765816,70.28311030077414,0.0,0.0,472.0846574650418,472.0846574650418,356.0970483155218,115.98760914951995,0.0,472.0846574650418,356.0970483155218,115.98760914951995,0.0,0.0,201.7644139545692,87.85388787596767,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.942491292953491,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0024_R10,2402036,feasibility_aware_alns,S0024,n50_p0.25_d1_clustered_Elow_V1.25_Hshort_PWflat_B0.10,50,0.24,0.25,1,3,low,1.25,clustered,short,flat,0.1,1.0,1.0,1.0,peripheral,687.8448952812198,70.33346477829048,0.0,0.0,617.5114305029293,617.5114305029293,568.067672403762,49.44375809916727,0.0,617.5114305029292,568.067672403762,49.44375809916727,0.0,0.0,201.0675639948344,87.9168309728631,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.019194841384888,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0025_R01,2502027,feasibility_aware_alns,S0025,n50_p0.25_d2_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.24,0.25,2,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,471.8287858299426,68.13960439600038,0.0,0.0,403.6891814339422,403.6891814339422,290.7193498868283,112.96983154711394,0.0,403.6891814339422,290.7193498868283,112.96983154711394,0.0,0.0,197.43648798494917,85.1745054950005,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.564588785171509,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0025_R02,2502028,feasibility_aware_alns,S0025,n50_p0.25_d2_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.24,0.25,2,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,299.0795727742189,68.87159593308608,0.0,0.0,230.2079768411328,230.2079768411328,145.26156546136133,84.94641137977149,0.0,230.2079768411328,145.26156546136133,84.94641137977149,0.0,0.0,196.3331431522783,86.08949491635762,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.322262048721312,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0025_R03,2502029,feasibility_aware_alns,S0025,n50_p0.25_d2_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.24,0.25,2,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,659.804621093492,67.09983502100451,0.0,0.0,592.7047860724874,592.7047860724874,544.9198560818962,47.78492999059122,0.0,592.7047860724874,544.9198560818962,47.78492999059122,0.0,0.0,195.43972023324264,83.87479377625561,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.182034492492676,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0025_R04,2502030,feasibility_aware_alns,S0025,n50_p0.25_d2_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.24,0.25,2,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,670.276193879761,68.07392756992843,0.0,0.0,602.2022663098326,602.2022663098326,412.48287233775966,189.7193939720728,0.0,602.2022663098325,412.48287233775966,189.7193939720728,0.0,0.0,195.0662460166887,85.09240946241053,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.933445930480955,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0025_R05,2502031,feasibility_aware_alns,S0025,n50_p0.25_d2_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.24,0.25,2,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,544.4493203337223,68.70890691212885,0.0,0.0,475.7404134215934,475.7404134215934,335.7329321867162,140.0074812348772,0.0,475.7404134215934,335.7329321867162,140.0074812348772,0.0,0.0,198.2525858082596,85.88613364016105,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.275790452957152,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0025_R06,2502032,feasibility_aware_alns,S0025,n50_p0.25_d2_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.24,0.25,2,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,376.7910546081145,69.34657554652753,0.0,0.0,307.44447906158695,307.44447906158695,236.10750194421135,71.33697711737554,0.0,307.4444790615869,236.10750194421135,71.33697711737554,0.0,0.0,195.00086882669936,86.6832194331594,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.779226779937744,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0025_R07,2502033,feasibility_aware_alns,S0025,n50_p0.25_d2_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.24,0.25,2,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,1137.47046278237,72.72042220883517,0.0,0.0,1064.750040573535,1064.750040573535,917.7148835061872,147.03515706734763,0.0,1064.750040573535,917.7148835061872,147.03515706734763,0.0,0.0,204.04921355333664,90.90052776104396,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.894956350326538,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
