rho,perturbed_corridor_index,corridor_id,cost_multiplier,objective,second_objective,margin_percent,selected_y_json,perturbed_budget_used,perturbed_budget_slack,feasible_tier_count,corridor_2_full,corridor_3_full
0.1,2,corr_nanao_anamizu,0.9,1159.5674871687659,1159.6688799003414,0.00874401297875977,"[0.25,1.0,1.0,0.25,0.0]",2.2653984875773734,0.03133950511280714,1044,True,True
0.1,2,corr_nanao_anamizu,1.1,1159.7102992138502,1161.706179519288,0.17210162803510487,"[0.25,1.0,1.0,0.0,0.0]",2.208135904646479,0.08860208804370151,945,True,True
0.1,2,corr_nanao_anamizu,1.2,1161.706179519288,1162.4350357246865,0.06274015050001838,"[0.0,1.0,1.0,0.0,0.25]",2.2446235886042842,0.05211440408589629,904,True,True
0.1,3,corr_anamizu_wajima,0.8,1158.921949774824,1159.5674871687659,0.05570154177054363,"[0.25,1.0,1.0,0.0,0.25]",2.2687670800716915,0.027970912618489052,1085,True,True
0.1,3,corr_anamizu_wajima,0.9,1159.5674871687659,1159.6688799003414,0.00874401297875977,"[0.25,1.0,1.0,0.25,0.0]",2.274639154968626,0.02209883772155452,1036,True,True
0.1,3,corr_anamizu_wajima,1.1,1159.7102992138502,1161.706179519288,0.17210162803510487,"[0.25,1.0,1.0,0.0,0.0]",2.1988952372552264,0.09784275543495413,949,True,True
0.1,3,corr_anamizu_wajima,1.2,1159.7102992138502,1161.706179519288,0.17210162803510487,"[0.25,1.0,1.0,0.0,0.0]",2.2814497867389374,0.015288205951243139,910,True,True
0.1,4,corr_anamizu_noto,0.8,1159.7102992138502,1161.6159029179037,0.16431721830401944,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,1100,True,True
0.1,4,corr_anamizu_noto,0.9,1159.7102992138502,1161.6159029179037,0.16431721830401944,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,1047,True,True
0.1,4,corr_anamizu_noto,1.1,1159.7102992138502,1161.706179519288,0.17210162803510487,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,945,True,True
0.1,4,corr_anamizu_noto,1.2,1159.7102992138502,1161.706179519288,0.17210162803510487,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,895,True,True
0.1,5,corr_anamizu_suzu,0.8,1159.6688799003414,1159.7102992138502,0.0035716499965427655,"[0.0,1.0,1.0,0.0,0.5]",2.2515544496149156,0.045183543075264954,1132,True,True
0.1,5,corr_anamizu_suzu,0.9,1159.7102992138502,1161.6159029179037,0.16431721830401944,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,1061,True,True
0.1,5,corr_anamizu_suzu,1.1,1159.7102992138502,1161.706179519288,0.17210162803510487,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,937,True,True
0.1,5,corr_anamizu_suzu,1.2,1159.7102992138502,1161.706179519288,0.17210162803510487,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,877,True,True
0.125,1,corr_kanazawa_nanao,0.8,1174.5742489002841,1174.8743619260936,0.02555079222027979,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,1152,True,True
0.125,1,corr_kanazawa_nanao,0.9,1174.5742489002841,1174.9796105695798,0.03451137036889502,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,1071,True,True
0.125,1,corr_kanazawa_nanao,1.1,1174.5742489002841,1174.9796105695798,0.03451137036889502,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,925,True,True
0.125,1,corr_kanazawa_nanao,1.2,1174.5742489002841,1174.9796105695798,0.03451137036889502,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,877,True,True
0.125,2,corr_nanao_anamizu,0.8,1170.6444477964758,1171.886722695053,0.10611889040397042,"[0.0,1.0,1.0,0.0,0.5]",2.1949782123720265,0.10175978031815403,1099,True,True
0.125,2,corr_nanao_anamizu,0.9,1170.6444477964758,1174.4645017544603,0.32632059761399873,"[0.0,1.0,1.0,0.0,0.5]",2.286773429246991,0.009964563443189522,1044,True,True
0.125,2,corr_nanao_anamizu,1.1,1174.5742489002841,1174.9796105695798,0.03451137036889502,"[0.0,1.0,1.0,0.0,0.25]",2.15282837172932,0.14390962096086035,945,True,True
0.125,2,corr_nanao_anamizu,1.2,1174.5742489002841,1177.6607580940636,0.26277684843416405,"[0.0,1.0,1.0,0.0,0.25]",2.2446235886042842,0.05211440408589629,904,True,True
